Substance,Dosage_mg,Unit,Study_ID,Dose_Type,Norm_Text
LSD,0.02,mg,6445,absolute,"5, 10, 20 µg"
Ketamine,35.0,mg,76,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,76,relative_weight,0.2 mg/kg
Ketamine,50.0,mg,997,absolute,50 and 200 ng
Ketamine,200.0,mg,997,absolute,50 and 200 ng
Ketamine,2.1,mg,6068,relative_weight,0.03 mg/kg
Ketamine,35.0,mg,6068,relative_weight,0.50 mg/kg
Ketamine,35.0,mg,6038,relative_weight,0.5 mg/kg
Ketamine,0.3,mg,6038,absolute,0.3
Ketamine,0.2,mg,6038,absolute,0.2
Ketamine,0.1,mg,6038,absolute,0.1
Ketamine,0.0,mg,6038,absolute,0.
Ketamine,7.0,mg,1530,relative_weight,0.1 mg/kg
Ketamine,0.1,mg,1530,absolute,0.1 mg kg−1 h−1
Ketamine,1.0,mg,1530,absolute,0.1 mg kg−1 h−1
Ketamine,35.0,mg,1462,relative_weight,0.5 mg/kg
Ketamine,7.0,mg,4816,relative_weight,0.1-0.4 mg/kg
Ketamine,28.0,mg,4816,relative_weight,0.1-0.4 mg/kg
Ketamine,14.0,mg,4999,relative_weight,0.2 mg/kg
Ketamine,0.5,mg,4999,absolute,0.5 and
Ketamine,35.0,mg,4999,relative_weight,0.5 mg/kg
Ketamine,0.2,mg,4999,absolute,0.2 or
Ketamine,0.25,mg,6375,absolute,0.25 mg·kg·h
Ketamine,35.0,mg,6375,relative_weight,0.5 mg/kg
S-Ketamine,0.25,mg,6375,absolute,0.25 mg·kg·h
S-Ketamine,35.0,mg,6375,relative_weight,0.5 mg/kg
Ketamine,21.0,mg,4731,relative_weight,0.3 mg/kg
Ketamine,35.0,mg,2955,relative_weight,0.5 mg/kg
Psilocybin,20.0,mg,635,relative_weight,20-30 mg/70 kg
Psilocybin,30.0,mg,635,relative_weight,20-30 mg/70 kg
Psilocybin,10.0,mg,635,relative_weight,"10, 20, and 30 mg/70 kg"
Psilocybin,30.0,mg,635,relative_weight,"10, 20, and 30 mg/70 kg"
S-Ketamine,35.0,mg,4783,relative_weight,0.5 mg/kg
R-Ketamine,35.0,mg,4783,relative_weight,0.5 mg/kg
Ketamine,20.299999999999997,mg,4005,relative_weight_time,0.29 mg/kg/h
Ketamine,40.599999999999994,mg,4005,relative_weight_time,0.58 mg/kg/h
Ketamine,16.1,mg,4005,relative_weight,0.23 mg/kg
Psilocybin,20.0,mg,637,relative_weight,20-30 mg/70 kg
Psilocybin,30.0,mg,637,relative_weight,20-30 mg/70 kg
Psilocybin,10.0,mg,637,relative_weight,"10, 20, and 30 mg/70 kg"
Psilocybin,30.0,mg,637,relative_weight,"10, 20, and 30 mg/70 kg"
Ketamine,105.0,mg,5995,relative_weight,1.5 mg/kg
Psilocybin,25.0,mg,6224,absolute,25 mg
5-MeO-DMT,12.0,mg,7216,absolute,12 and 18 mg
5-MeO-DMT,18.0,mg,7216,absolute,12 and 18 mg
5-MeO-DMT,12.0,mg,7216,absolute,12 mg
5-MeO-DMT,18.0,mg,7216,absolute,18 mg
5-MeO-DMT,6.0,mg,7216,absolute,6 mg
Ibogaine,12.0,mg,7216,absolute,12 and 18 mg
Ibogaine,18.0,mg,7216,absolute,12 and 18 mg
Ibogaine,12.0,mg,7216,absolute,12 mg
Ibogaine,18.0,mg,7216,absolute,18 mg
Ibogaine,6.0,mg,7216,absolute,6 mg
Ketamine,70.0,mg,5375,relative_weight,1.0 mg/kg
Ketamine,35.0,mg,5375,relative_weight,0.5 mg/kg
Ketamine,28.0,mg,3995,relative_weight,0.4 mg/kg
S-Ketamine,28.0,mg,3995,relative_weight,0.4 mg/kg
Ketamine,35.0,mg,3821,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,9591,relative_weight,0.5 mg/kg
Psilocybin,14.0,mg,7049,relative_weight,0.2 mg/kg
Ketamine,14.0,mg,1432,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,1432,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,8048,relative_weight,0.5 mg/kg
Ketamine,28.7,mg,1803,relative_weight,0.41 mg/kg
Ketamine,49.699999999999996,mg,1803,relative_weight,0.71 mg/kg
Psilocybin,1.0,mg,5987,absolute,1 mg
Psilocybin,25.0,mg,5987,absolute,25 mg
Ketamine,35.0,mg,4683,relative_weight,0.5 mg/kg
Ketamine,21.0,mg,4683,relative_weight,0.3 mg/kg
Ketamine,0.1,mg,4683,absolute,0.1
MDMA,80.0,mg,9542,absolute,80 mg
MDMA,120.0,mg,9542,absolute,120 mg
S-Ketamine,70.0,mg,9379,relative_weight,1 mg/kg or 2 mg/kg
S-Ketamine,140.0,mg,9379,relative_weight,1 mg/kg or 2 mg/kg
S-Ketamine,17.5,mg,9379,relative_weight,0.25 mg/kg
S-Ketamine,2.0,mg,9379,absolute,2 mg kg
S-Ketamine,1.0,mg,9379,absolute,1 mg kg
S-Ketamine,0.25,mg,9379,absolute,0.25 mg kg
S-Ketamine,70.0,mg,9379,relative_weight,1 mg/kg
S-Ketamine,140.0,mg,9379,relative_weight,2 mg/kg
Ketamine,45.5,mg,4573,relative_weight,0.65 mg/kg
Ketamine,18.2,mg,4573,relative_weight,0.26 mg/kg
MDMA,75.0,mg,7105,absolute,75 mg
Ketamine,35.0,mg,4582,relative_weight,0.5 mg/kg
Ketamine,16.1,mg,4582,relative_weight,0.23 mg/kg
Ketamine,49.699999999999996,mg,1805,relative_weight,0.71 mg/kg
Ketamine,28.7,mg,1805,relative_weight,0.41 mg/kg
Psilocybin,14.0,mg,7056,relative_weight,0.2 mg/kg
MDMA,29.4,mg,6714,relative_weight,0.42 mg/kg
MDMA,100.0,mg,6714,absolute,100 mg
MDMA,70.0,mg,6665,relative_weight,1 mg/kg
MDMA,70.0,mg,6665,relative_weight,1-2 mg/kg
MDMA,140.0,mg,6665,relative_weight,1-2 mg/kg
MDMA,210.0,mg,6665,relative_weight,3 mg/kg
MDMA,0.7000000000000001,mg,6665,relative_weight,0.01-10 mg/kg
MDMA,700.0,mg,6665,relative_weight,0.01-10 mg/kg
5-MeO-DMT,12.0,mg,7520,absolute,12 mg
5-MeO-DMT,1.0,mg,7520,absolute,1 mg
5-MeO-DMT,1.0,mg,7520,absolute,1 mg-
Ibogaine,12.0,mg,7520,absolute,12 mg
Ibogaine,1.0,mg,7520,absolute,1 mg
Ibogaine,1.0,mg,7520,absolute,1 mg-
MDMA,70.0,mg,6664,relative_weight,1 mg/kg
MDMA,70.0,mg,6664,relative_weight,1–2 mg/kg
MDMA,210.0,mg,6664,relative_weight,3 mg/kg
MDMA,0.7000000000000001,mg,6664,relative_weight,0.01-10 mg/kg
MDMA,700.0,mg,6664,relative_weight,0.01-10 mg/kg
Ketamine,35.0,mg,5600,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,1434,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,8748,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,3866,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,3866,relative_weight,0.5 mg/kg
Ketamine,105.0,mg,3866,relative_weight,1.5 mg/kg
Ketamine,35.0,mg,276,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,1824,relative_weight,0.5-0.75 mg/kg
Ketamine,52.5,mg,1824,relative_weight,0.5-0.75 mg/kg
Ketamine,35.0,mg,5743,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,9332,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,1659,relative_weight,0.5 mg/kg
Ketamine,280.0,mg,1659,relative_weight,4-5 mg/kg
Ketamine,350.0,mg,1659,relative_weight,4-5 mg/kg
Ketamine,70.0,mg,1659,relative_weight,1-2 mg/kg
Ketamine,140.0,mg,1659,relative_weight,1-2 mg/kg
Ketamine,7.0,mg,1659,relative_weight,0.1-0.3 mg/kg
Ketamine,21.0,mg,1659,relative_weight,0.1-0.3 mg/kg
Ketamine,56.0,mg,7591,relative_weight,0.8 mg/kg
Ketamine,350.0,mg,5797,relative_weight,5.0 mg/kg
Ketamine,175.0,mg,5797,relative_weight,2.5 mg/kg
Ketamine,35.0,mg,6360,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,141,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,9467,relative_weight,0.5 mg/kg
Ketamine,140.0,mg,9467,relative_weight_time,2 µg x/kg x/min
S-Ketamine,1400.0,mg,1796,relative_time,20 mg/h
S-Ketamine,350.0,mg,1796,relative_time,5 mg/h
S-Ketamine,14.0,mg,9006,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,6271,relative_weight,0.5 mg/kg
Ketamine,21.0,mg,2124,relative_weight,0.3 mg/kg
Ketamine,14.0,mg,5000,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,5000,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,6183,relative_weight,0.50 mg/kg
Psilocybin,15.049999999999999,mg,7061,relative_weight,0.215 mg/kg
Psilocybin,14.0,mg,5483,relative_weight,0.2-0.3 mg/kg
Psilocybin,21.0,mg,5483,relative_weight,0.2-0.3 mg/kg
Psilocybin,25.0,mg,7767,absolute,25 mg
Ketamine,35.0,mg,1597,relative_weight,0.5 mg/kg
LSD,0.01,mg,5900,absolute,10 μg
Psilocybin,15.049999999999999,mg,7338,relative_weight,0.215 mg/kg
Psilocybin,14.0,mg,7338,relative_weight,0.2 mg/kg
Psilocybin,11.200000000000001,mg,7338,relative_weight,0.16 mg/kg
Ketamine,8.4,mg,3603,relative_weight,0.12 mg/kg
Ketamine,7.7,mg,3603,relative_weight,0.11 mg/kg
